Crop,Year,Province,Seeded Area,Harvested Area,Yield,Production
Dry White Beans,2023,Nova Scotia,0,0,0,0
Coloured Beans,2014,Nova Scotia,0,0,0,0
Coloured Beans,2015,Nova Scotia,0,0,0,0
Coloured Beans,2016,Nova Scotia,0,0,0,0
Coloured Beans,2017,Nova Scotia,0,0,0,0
Coloured Beans,2018,Nova Scotia,0,0,0,0
Coloured Beans,2019,Nova Scotia,0.7,0.7,1.3,0.9
Coloured Beans,2020,Nova Scotia,0.5,0.5,1.2,0.6
Coloured Beans,2021,Nova Scotia,0,0,0,0
Coloured Beans,2022,Nova Scotia,0,0,0,0
Coloured Beans,2023,Nova Scotia,0,0,0,0
Lentils,2014,Nova Scotia,0,0,0,0
Lentils,2015,Nova Scotia,0,0,0,0
Lentils,2016,Nova Scotia,0,0,0,0
Lentils,2017,Nova Scotia,0,0,0,0
Lentils,2018,Nova Scotia,0,0,0,0
Lentils,2019,Nova Scotia,0,0,0,0
Lentils,2020,Nova Scotia,0,0,0,0
Lentils,2021,Nova Scotia,0,0,0,0
Lentils,2022,Nova Scotia,0,0,0,0
Lentils,2023,Nova Scotia,0,0,0,0
Chickpeas,2014,Nova Scotia,0,0,0,0
Chickpeas,2015,Nova Scotia,0,0,0,0
Chickpeas,2016,Nova Scotia,0,0,0,0
Chickpeas,2017,Nova Scotia,0,0,0,0
Chickpeas,2018,Nova Scotia,0,0,0,0
Chickpeas,2019,Nova Scotia,0,0,0,0
Chickpeas,2020,Nova Scotia,0,0,0,0
Chickpeas,2021,Nova Scotia,0,0,0,0
Chickpeas,2022,Nova Scotia,0,0,0,0
Chickpeas,2023,Nova Scotia,0,0,0,0
Mustard Seed,2014,Nova Scotia,0,0,0,0
Mustard Seed,2015,Nova Scotia,0,0,0,0
Mustard Seed,2016,Nova Scotia,0,0,0,0
Mustard Seed,2017,Nova Scotia,0,0,0,0
Mustard Seed,2018,Nova Scotia,0,0,0,0
Mustard Seed,2019,Nova Scotia,0,0,0,0
Mustard Seed,2020,Nova Scotia,0,0,0,0
Mustard Seed,2021,Nova Scotia,0,0,0,0
Mustard Seed,2022,Nova Scotia,0,0,0,0
Mustard Seed,2023,Nova Scotia,0,0,0,0
Sunflower Seed,2014,Nova Scotia,0,0,0,0
Sunflower Seed,2015,Nova Scotia,0,0,0,0
Sunflower Seed,2016,Nova Scotia,0,0,0,0
Sunflower Seed,2017,Nova Scotia,0,0,0,0
Sunflower Seed,2018,Nova Scotia,0,0,0,0
Sunflower Seed,2019,Nova Scotia,0,0,0,0
Sunflower Seed,2020,Nova Scotia,0,0,0,0
Sunflower Seed,2021,Nova Scotia,0,0,0,0
Sunflower Seed,2022,Nova Scotia,0,0,0,0
Sunflower Seed,2023,Nova Scotia,0,0,0,0
Canary Seed,2014,Nova Scotia,0,0,0,0
Canary Seed,2015,Nova Scotia,0,0,0,0
Canary Seed,2016,Nova Scotia,0,0,0,0
Canary Seed,2017,Nova Scotia,0,0,0,0
Canary Seed,2018,Nova Scotia,0,0,0,0
Canary Seed,2019,Nova Scotia,0,0,0,0
Canary Seed,2020,Nova Scotia,0,0,0,0
Canary Seed,2021,Nova Scotia,0,0,0,0
Canary Seed,2022,Nova Scotia,0,0,0,0
Canary Seed,2023,Nova Scotia,0,0,0,0
Special Crops,2014,Nova Scotia,0,0,0,0
Special Crops,2015,Nova Scotia,0,0,0,0
Special Crops,2016,Nova Scotia,0,0,0,0
Special Crops,2017,Nova Scotia,0,0,0,0
Special Crops,2018,Nova Scotia,0,0,0,0
Special Crops,2019,Nova Scotia,0,0,0,0
Special Crops,2020,Nova Scotia,0,0,0,0
Special Crops,2021,Nova Scotia,0,0,0,0
Special Crops,2022,Nova Scotia,0,0,0,0
Special Crops,2023,Nova Scotia,0,0,0,0
